5.000000000000000000e+02,2.943786900000000060e+02
5.003937399999999798e+02,2.889220000000000255e+02
5.007875099999999975e+02,2.860662199999999871e+02
5.011812400000000025e+02,2.752228400000000192e+02
5.015750100000000202e+02,2.751193799999999783e+02
5.019687500000000000e+02,2.878137199999999893e+02
5.023625200000000177e+02,2.995080300000000193e+02
5.027562599999999975e+02,2.855656700000000114e+02
5.031500199999999836e+02,2.926951900000000251e+02
5.035437600000000202e+02,2.953395100000000184e+02
5.039375299999999811e+02,2.846390999999999849e+02
5.043312700000000177e+02,2.859035900000000083e+02
5.047250399999999786e+02,2.914249599999999987e+02
5.051187699999999836e+02,2.858455799999999840e+02
5.055125400000000013e+02,2.749506200000000149e+02
5.059062799999999811e+02,2.677189900000000193e+02
5.063000499999999988e+02,2.786727900000000204e+02
5.066937899999999786e+02,2.829180000000000064e+02
5.070875500000000216e+02,2.801066299999999956e+02
5.074812900000000013e+02,2.790478499999999826e+02
5.078750600000000190e+02,2.871446799999999939e+02
5.082687999999999988e+02,2.842866200000000276e+02
5.086625700000000165e+02,2.797321800000000280e+02
5.090563000000000216e+02,2.825354899999999816e+02
5.094500699999999824e+02,2.859303899999999885e+02
5.098438100000000190e+02,2.780903599999999756e+02
5.102375499999999988e+02,2.886875600000000190e+02
5.106313200000000165e+02,2.923658800000000042e+02
5.110250500000000216e+02,2.931173400000000129e+02
5.114188199999999824e+02,2.930820299999999747e+02
5.118125600000000190e+02,2.933997200000000021e+02
5.122063000000000557e+02,3.002248799999999846e+02
5.126000999999999976e+02,3.050445599999999899e+02
5.129938399999999774e+02,3.044017299999999864e+02
5.133875699999999824e+02,3.014837999999999738e+02
5.137813099999999622e+02,3.092363599999999906e+02
5.141751100000000179e+02,3.111144400000000019e+02
5.145688499999999976e+02,3.042070899999999938e+02
5.149625899999999774e+02,3.032340699999999742e+02
5.153563199999999824e+02,3.123354199999999992e+02
5.157501200000000381e+02,3.096338499999999954e+02
5.161438600000000179e+02,3.239162000000000035e+02
5.165375999999999976e+02,3.168574199999999905e+02
5.169313399999999774e+02,3.047024799999999800e+02
5.173251299999999446e+02,3.042550400000000081e+02
5.177188700000000381e+02,3.091826500000000237e+02
5.181126100000000179e+02,3.134004800000000159e+02
5.185063499999999976e+02,3.077110599999999749e+02
5.189001500000000533e+02,3.028636200000000258e+02
5.192938799999999446e+02,3.105012800000000084e+02
5.196876200000000381e+02,3.136679100000000062e+02
5.200813600000000179e+02,3.136708699999999794e+02
5.204750999999999976e+02,3.112093800000000101e+02
5.208689000000000533e+02,3.087508199999999761e+02
5.212626299999999446e+02,3.092000100000000202e+02
5.216563700000000381e+02,3.092000100000000202e+02
5.220501100000000179e+02,3.038866300000000251e+02
5.224439099999999598e+02,3.084125399999999786e+02
5.228376500000000533e+02,3.177085299999999961e+02
5.232313799999999446e+02,3.145241399999999885e+02
5.236251200000000381e+02,3.111979400000000169e+02
5.240189199999999801e+02,3.008478099999999813e+02
5.244126599999999598e+02,2.960396099999999819e+02
5.248064000000000533e+02,2.964893500000000017e+02
5.252001299999999446e+02,2.895184600000000046e+02
5.255939300000000003e+02,2.914330699999999865e+02
5.259876699999999801e+02,2.855329300000000217e+02
5.263814099999999598e+02,2.788607499999999959e+02
5.267751500000000533e+02,2.752629999999999768e+02
5.271689499999999953e+02,2.736718799999999874e+02
5.275626800000000003e+02,2.678502199999999789e+02
5.279564199999999801e+02,2.571820399999999722e+02
5.283501599999999598e+02,2.511790300000000116e+02
5.287439600000000155e+02,2.514332400000000121e+02
5.291376999999999953e+02,2.404530900000000031e+02
5.295314300000000003e+02,2.438573499999999967e+02
5.299251699999999801e+02,2.452944599999999866e+02
5.303189700000000357e+02,2.446211999999999875e+02
5.307127100000000155e+02,2.415683699999999874e+02
5.311064499999999953e+02,2.291529700000000105e+02
5.315001800000000003e+02,2.303531800000000089e+02
5.318939199999999801e+02,2.238214099999999860e+02
5.322877200000000357e+02,2.195803799999999910e+02
5.326814600000000155e+02,2.275590100000000007e+02
5.330751999999999953e+02,2.323359399999999937e+02
5.334689300000000003e+02,2.295730399999999918e+02
5.338627300000000560e+02,2.347411199999999951e+02
5.342564700000000357e+02,2.401116499999999974e+02
5.346502100000000155e+02,2.352887299999999868e+02
5.350439499999999953e+02,2.362442299999999875e+02
5.354377399999999625e+02,2.434644299999999930e+02
5.358314800000000560e+02,2.425754499999999894e+02
5.362252200000000357e+02,2.413276500000000055e+02
5.366189600000000155e+02,2.530056199999999933e+02
5.370127599999999575e+02,2.561913799999999810e+02
5.374064899999999625e+02,2.578308700000000044e+02
5.378002300000000560e+02,2.646593899999999735e+02
5.381939700000000357e+02,2.743563800000000015e+02
5.385877699999999777e+02,2.802440799999999967e+02
5.389815099999999575e+02,2.859792199999999980e+02
5.393752399999999625e+02,2.991143799999999828e+02
5.397689800000000560e+02,3.134888300000000072e+02
5.401627799999999979e+02,3.256492299999999886e+02
5.405565199999999777e+02,3.341741000000000099e+02
5.409502599999999575e+02,3.606773400000000152e+02
5.413439899999999625e+02,3.813174700000000144e+02
5.417377300000000560e+02,3.930211199999999963e+02
5.421315299999999979e+02,4.032543900000000008e+02
5.425252699999999777e+02,4.297095299999999725e+02
5.429190099999999575e+02,4.390129099999999767e+02
5.433127399999999625e+02,4.415182500000000232e+02
5.437065400000000182e+02,4.428424699999999916e+02
5.441002799999999979e+02,4.423538800000000037e+02
5.444940199999999777e+02,4.318329800000000205e+02
5.448877599999999575e+02,4.155425700000000120e+02
5.452815600000000131e+02,4.029272500000000150e+02
5.456752900000000182e+02,3.954299899999999752e+02
5.460690299999999979e+02,3.878396000000000186e+02
5.464627699999999777e+02,3.647197600000000079e+02
5.468565700000000334e+02,3.579820599999999899e+02
5.472503100000000131e+02,3.578884899999999902e+02
5.476440400000000182e+02,3.545893199999999865e+02
5.480377799999999979e+02,3.427431900000000269e+02
5.484315800000000536e+02,3.242450299999999856e+02
5.488253200000000334e+02,3.310257599999999911e+02
5.492190600000000131e+02,3.434989899999999921e+02
5.496127900000000182e+02,3.503491500000000087e+02
5.500065899999999601e+02,3.473616299999999910e+02
5.504003300000000536e+02,3.438525399999999763e+02
5.507940700000000334e+02,3.573683199999999829e+02
5.511878100000000131e+02,3.637062099999999987e+02
5.515815400000000182e+02,3.709747300000000223e+02
5.519753399999999601e+02,3.846674199999999928e+02
5.523690800000000536e+02,3.958356299999999806e+02
5.527628200000000334e+02,4.090461399999999799e+02
5.531565600000000131e+02,4.202372700000000236e+02
5.535503499999999804e+02,4.389906300000000101e+02
5.539440899999999601e+02,4.679286799999999857e+02
5.543378300000000536e+02,4.830892900000000054e+02
5.547315700000000334e+02,5.161995200000000068e+02
5.551253699999999753e+02,5.439142500000000382e+02
5.555190999999999804e+02,5.701170700000000124e+02
5.559128399999999601e+02,6.034174199999999928e+02
5.563065800000000536e+02,6.568917800000000398e+02
5.567003799999999956e+02,7.008129300000000512e+02
5.570941199999999753e+02,7.317379200000000310e+02
5.574878499999999804e+02,7.646034499999999525e+02
5.578815899999999601e+02,8.117493299999999863e+02
5.582753900000000158e+02,8.633209200000000010e+02
5.586691299999999956e+02,9.103855600000000550e+02
5.590628699999999753e+02,9.206649200000000519e+02
5.594565999999999804e+02,9.268521700000000010e+02
5.598504000000000360e+02,9.538560800000000199e+02
5.602441400000000158e+02,9.295810500000000047e+02
5.606378799999999956e+02,8.892001999999999953e+02
5.610316199999999753e+02,8.696077900000000227e+02
5.614253499999999804e+02,8.614780299999999897e+02
5.618191500000000360e+02,8.462098399999999856e+02
5.622128900000000158e+02,8.080358899999999949e+02
5.626066299999999956e+02,7.795647599999999784e+02
5.630003699999999753e+02,7.666307399999999461e+02
5.633941700000000310e+02,7.643538800000000037e+02
5.637879000000000360e+02,7.659871799999999666e+02
5.641816400000000158e+02,7.726963500000000522e+02
5.645753799999999956e+02,7.687607400000000553e+02
5.649691800000000512e+02,7.598355699999999615e+02
5.653629200000000310e+02,7.631483799999999746e+02
5.657566500000000360e+02,7.857349900000000389e+02
5.661503900000000158e+02,7.597439600000000155e+02
5.665441899999999578e+02,7.642047700000000532e+02
5.669379300000000512e+02,7.630064099999999598e+02
5.673316700000000310e+02,7.498712199999999939e+02
5.677254000000000360e+02,7.268172600000000330e+02
5.681191999999999780e+02,6.995358899999999949e+02
5.685129399999999578e+02,6.846257299999999759e+02
5.689066800000000512e+02,6.730476700000000392e+02
5.693004200000000310e+02,6.551320799999999736e+02
5.696942099999999982e+02,6.260491899999999532e+02
5.700879499999999780e+02,6.100629900000000134e+02
5.704816899999999578e+02,5.880927699999999732e+02
5.708754300000000512e+02,5.619610000000000127e+02
5.712691700000000310e+02,5.446939700000000357e+02
5.716629599999999982e+02,5.434592900000000100e+02
